Conference,Year,Title,DOI,AuthorNames-Deduped,Award,Accessible,Early,Resources
CHI,2023,Accessible Data Representation with Natural Sound,10.1145/3544548.3581087,Md. Naimul Hoque;Md Ehtesham-Ul-Haque;Niklas Elmqvist;Syed Masum Billah,,,,
CHI,2023,AeroRigUI: Actuated TUIs for Spatial Interaction using Rigging Swarm Robots on Ceilings in Everyday Space,10.1145/3544548.3581437,Lilith Yu;Chenfeng Gao;David Wu;Ken Nakagaki,,,,
CHI,2023,AI Shall Have No Dominion: on How to Measure Technology Dominance in AI-supported Human decision-making,10.1145/3544548.3581095,Federico Cabitza;Andrea Campagner;Riccardo Angius;Chiara Natali;Carlo Reverberi,,,,
CHI,2023,Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,10.1145/3544548.3580790,Samantha Robertson;Zijie J. Wang;Dominik Moritz;Mary Beth Kery;Fred Hohman,,,,P
CHI,2023,AutoVis: Enabling Mixed-Immersive Analysis of Automotive User Interface Interaction Studies,10.1145/3544548.3580760,Pascal Jansen;Julian Britten;Alexander Häusele;Thilo Segschneider;Mark Colley;Enrico Rukzio,,,,P
CHI,2023,CALVI: Critical Thinking Assessment for Literacy in Visualizations,10.1145/3544548.3581406,Lily W. Ge;Yuan Cui;Matthew Kay 0001,HM,,,
CHI,2023,Causalvis: Visualizations for Causal Inference,10.1145/3544548.3581236,Grace Guo;Ehud Karavani;Alex Endert;Bum Chul Kwon,,,,P
CHI,2023,Charagraph: Interactive Generation of Charts for Realtime Annotation of Data-Rich Paragraphs,10.1145/3544548.3581091,Damien Masson;Sylvain Malacria;Géry Casiez;Daniel Vogel 0001,,,,
CHI,2023,Chart Reader: Accessible Visualization Experiences Designed with Screen Reader Users,10.1145/3544548.3581186,John R. Thompson 0002;Jesse J. Martinez;Alper Sarikaya 0001;Edward Cutrell;Bongshin Lee,,,,
CHI,2023,ChartDetective: Easy and Accurate Interactive Data Extraction from Complex Vector Charts,10.1145/3544548.3581113,Damien Masson;Sylvain Malacria;Daniel Vogel 0001;Edward Lank;Géry Casiez,BP,,,
CHI,2023,Collaborating Across Realities: Analytical Lenses for Understanding Dyadic Collaboration in Transitional Interfaces,10.1145/3544548.3580879,Jan-Henrik Schröder;Daniel Schacht;Niklas Peper;Anita Marie Hamurculu;Hans-Christian Jetter,BP,,,
CHI,2023,Collaboration with Conversational AI Assistants for UX Evaluation: Questions and How to Ask them (Voice vs. Text),10.1145/3544548.3581247,Emily Kuang;Ehsan Jahangirzadeh Soure;Mingming Fan 0001;Jian Zhao 0010;Kristen Shinohara,,,,P
CHI,2023,"Communicating Consequences: Visual Narratives, Abstraction, and Polysemy in Rural Bangladesh",10.1145/3544548.3581149,Sharifa Sultana;Syed Ishtiaque Ahmed;Jeffrey M. Rzeszotarski,,,,
CHI,2023,"Computational Notebooks as Co-Design Tools: Engaging Young Adults Living with Diabetes, Family Carers, and Clinicians with Machine Learning Models",10.1145/3544548.3581424,Amid Ayobi;Jacob Hughes;Christopher J. Duckworth;Jakub J. Dylag;Sam James;Paul Marshall;Matthew Guy;Anitha Kumaran;Adriane Chapman;Michael J. Boniface;Aisling Ann O'Kane,,,,
CHI,2023,ConceptEVA: Concept-Based Interactive Exploration and Customization of Document Summaries,10.1145/3544548.3581260,Xiaoyu Zhang;Jianping Kelvin Li;Po-Wei Chi;Senthil K. Chandrasegaran;Kwan-Liu Ma,,,,P
CHI,2023,CrossCode: Multi-level Visualization of Program Execution,10.1145/3544548.3581390,Devamardeep Hayatpur;Daniel Wigdor;Haijun Xia,,,,P
CHI,2023,Data Abstraction Elephants: The Initial Diversity of Data Representations and Mental Models,10.1145/3544548.3580669,Katy Williams;Alex Bigelow;Katherine E. Isaacs,,,,
CHI,2023,"Data, Data, Everywhere: Uncovering Everyday Data Experiences for People with Intellectual and Developmental Disabilities",10.1145/3544548.3581204,Keke Wu;Michelle Ho Tran;Emma Petersen;Varsha Koushik;Danielle Albers Szafir,,,,P
CHI,2023,DataDancing: An Exploration of the Design Space For Visualisation View Management for 3D Surfaces and Spaces,10.1145/3544548.3580827,Jiazhou Liu;Barrett Ens;Arnaud Prouzeau;Jim Smiley;Isobel Kara Nixon;Sarah Goodwin;Tim Dwyer,,,,
CHI,2023,DataHalo: A Customizable Notification Visualization System for Personalized and Longitudinal Interactions,10.1145/3544548.3580828,GuHyun Han;Jaehun Jung;Young-Ho Kim;Jinwook Seo,,,,
CHI,2023,DataLev: Mid-air Data Physicalisation Using Acoustic Levitation,10.1145/3544548.3581016,Lei Gao;Pourang Irani;Sriram Subramanian;Gowdham Prabhakar;Diego Martínez Plasencia;Ryuji Hirayama,,,,
CHI,2023,DataParticles: Block-based and Language-oriented Authoring of Animated Unit Visualizations,10.1145/3544548.3581472,Yining Cao;Jane L. E;Zhutian Chen;Haijun Xia,,,,
CHI,2023,DataPilot: Utilizing Quality and Usage Information for Subset Selection during Visual Data Preparation,10.1145/3544548.3581509,Arpit Narechania;Fan Du;Atanu R. Sinha;Ryan A. Rossi;Jane Hoffswell;Shunan Guo;Eunyee Koh;Shamkant B. Navathe;Alex Endert,,,,P
CHI,2023,DeepLens: Interactive Out-of-distribution Data Detection in NLP Models,10.1145/3544548.3580741,Da Song;Zhijie Wang;Yuheng Huang;Lei Ma 0003;Tianyi Zhang 0001,,,,P
CHI,2023,Deimos: A Grammar of Dynamic Embodied Immersive Visualisation Morphs and Transitions,10.1145/3544548.3580754,Benjamin Lee;Arvind Satyanarayan;Maxime Cordeil;Arnaud Prouzeau;Bernhard Jenny;Tim Dwyer,,,,P
CHI,2023,Designing Resource Allocation Tools to Promote Fair Allocation: Do Visualization and Information Framing Matter?,10.1145/3544548.3580739,Arnav Verma;Luiz Augusto de Macêdo Morais;Pierre Dragicevic;Fanny Chevalier,,,,
CHI,2023,DRAVA: Aligning Human Concepts with Machine Learning Latent Dimensions for the Visual Exploration of Small Multiples,10.1145/3544548.3581127,Qianwen Wang;Sehi L'Yi;Nils Gehlenborg,,,,
CHI,2023,ESCAPE: Countering Systematic Errors from Machine's Blind Spots via Interactive Visual Analysis,10.1145/3544548.3581373,Yongsu Ahn;Yu-Ru Lin;Panpan Xu;Zeng Dai,,,,P
CHI,2023,Exploring Chart Question Answering for Blind and Low Vision Users,10.1145/3544548.3581532,Jiho Kim;Arjun Srinivasan;Nam Wook Kim;Yea-Seul Kim,,,,
CHI,2023,Exploring Co-located Interactions with a Shape-Changing Bar Chart,10.1145/3544548.3581214,Miriam Sturdee;Hayat Kara;Jason Alexander,,,,
CHI,2023,FlowAR: How Different Augmented Reality Visualizations of Online Fitness Videos Support Flow for At-Home Yoga Exercises,10.1145/3544548.3580897,Hye-Young Jo;Laurenz Seidel;Michel Pahud;Mike Sinclair;Andrea Bianchi,,,,
CHI,2023,From Asymptomatics to Zombies: Visualization-Based Education of Disease Modeling for Children,10.1145/3544548.3581573,Graham Mcneill;Max Sondag;Stewart Powell;Phoebe Asplin;Cagatay Turkay;Faron Moller;Daniel Archambault,,,,
CHI,2023,GAM Coach: Towards Interactive and User-centered Algorithmic Recourse,10.1145/3544548.3580816,Zijie J. Wang;Jennifer Wortman Vaughan;Rich Caruana;Duen Horng Chau,,,,P
CHI,2023,GeoCamera: Telling Stories in Geographic Visualizations with Camera Movements,10.1145/3544548.3581470,Wenchao Li 0005;Zhan Wang;Yun Wang 0012;Di Weng;Liwenhan Xie;Siming Chen 0001;Haidong Zhang;Huamin Qu,,,,P
CHI,2023,GestureExplorer: Immersive Visualisation and Exploration of Gesture Data,10.1145/3544548.3580678,Ang Li 0007;Jiazhou Liu;Maxime Cordeil;Jack Topliss;Thammathip Piumsomboon;Barrett Ens,,,,
CHI,2023,"Going, Going, Gone: Exploring Intention Communication for Multi-User Locomotion in Virtual Reality",10.1145/3544548.3581259,Julian Rasch;Vladislav Dmitrievic Rusakov;Martin Schmitz;Florian Müller 0003,BP,,,
CHI,2023,Graphical Perception of Saliency-based Model Explanations,10.1145/3544548.3581320,Yayan Zhao;Mingwei Li;Matthew Berger,,,,
CHI,2023,Groupnamics: Designing an Interface for Overviewing and Managing Parallel Group Discussions in an Online Classroom,10.1145/3544548.3581322,Arissa J. Sato;Zefan Sramek;Koji Yatani,,,,
CHI,2023,GVQA: Learning to Answer Questions about Graphs with Visualizations via Knowledge Base,10.1145/3544548.3581067,Sicheng Song;Juntong Chen;Chenhui Li;Changbo Wang,,,,
CHI,2023,Here and Now: Creating Improvisational Dance Movements with a Mixed Reality Mirror,10.1145/3544548.3580666,Qiushi Zhou;Louise Grebel;Andrew Irlitti;Julie Ann Minaai;Jorge Gonçalves 0001;Eduardo Velloso,,,,
CHI,2023,How Can Deep Neural Networks Aid Visualization Perception Research? Three Studies on Correlation Judgments in Scatterplots,10.1145/3544548.3581111,Fumeng Yang;Yuxin Ma;Lane Harrison;James Tompkin 0001;David H. Laidlaw,,,,
CHI,2023,How Data Analysts Use a Visualization Grammar in Practice,10.1145/3544548.3580837,Xiaoying Pu;Matthew Kay 0001,,,,
CHI,2023,How Instructional Data Physicalisation Fosters Reflection in Personal Informatics,10.1145/3544548.3581198,Marit Bentvelzen;Julia Dominiak;Jasmin Niess;Frederique Henraat;Pawel W. Wozniak,,,,
CHI,2023,iBall: Augmenting Basketball Videos with Gaze-moderated Embedded Visualizations,10.1145/3544548.3581266,Zhutian Chen;Qisen Yang;Jiarui Shan;Tica Lin;Johanna Beyer;Haijun Xia;Hanspeter Pfister,,,,P
CHI,2023,Interactive Context-Preserving Color Highlighting for Multiclass Scatterplots,10.1145/3544548.3580734,Kecheng Lu;Khairi Reda;Oliver Deussen;Yunhai Wang,,,,P
CHI,2023,Misleading Beyond Visual Tricks: How People Actually Lie with Charts,10.1145/3544548.3580910,Maxim Lisnic;Cole Polychronis;Alexander Lex;Marina Kogan,,,,
CHI,2023,NetworkNarratives: Data Tours for Visual Network Exploration and Analysis,10.1145/3544548.3581452,Wenchao Li 0005;Sarah Schöttler;James Scott-Brown;Yun Wang 0012;Siming Chen 0001;Huamin Qu;Benjamin Bach,,,,P
CHI,2023,NFTDisk: Visual Detection of Wash Trading in NFT Markets,10.1145/3544548.3581466,Xiaolin Wen;Yong Wang 0021;Xuanwu Yue;Feida Zhu 0001;Min Zhu,,,,P
CHI,2023,Notable: On-the-fly Assistant for Data Storytelling in Computational Notebooks,10.1145/3544548.3580965,Haotian Li 0001;Lu Ying;Haidong Zhang;Yingcai Wu;Huamin Qu;Yun Wang 0012,,,,P
CHI,2023,On the Design of AI-powered Code Assistants for Notebooks,10.1145/3544548.3580940,Andrew M. McNutt;Chenglong Wang;Robert A. DeLine;Steven Mark Drucker,,,,P
CHI,2023,"Passenger Perceptions, Information Preferences, and Usability of Crowding Visualizations on Public Displays in Transit Stations and Vehicles",10.1145/3544548.3581241,Leah Zhang-Kennedy;Saira Aziz;Oluwafunminitemi (Temi) Oluwadare;Lyndon Pan;Zeyu Wu;Sydney E. C. Lamorea;Soda Li;Michael Sun;Ville Mäkelä,,,,
CHI,2023,Pearl: Physical Environment based Augmented Reality Lenses for In-Situ Human Movement Analysis,10.1145/3544548.3580715,Weizhou Luo;Zhongyuan Yu;Rufat Rzayev;Marc Satkowski;Stefan Gumhold;Matthew McGinity;Raimund Dachselt,,,,
CHI,2023,Perceptual Pat: A Virtual Human Visual System for Iterative Visualization Design,10.1145/3544548.3580974,Sungbok Shin;Sanghyun Hong 0001;Niklas Elmqvist,,,,
CHI,2023,Polagons: Designing and Fabricating Polarized Light Mosaics with User-Defined Color-Changing Behaviors,10.1145/3544548.3580639,Ticha Sethapakdi;Laura Huang;Vivian Hsinyueh Chan;Lung-Pan Cheng;Fernando Fuzinatto Dall'Agnol;Mackenzie Leake;Stefanie Mueller 0001,,,,
CHI,2023,ProxSituated Visualization: An Extended Model of Situated Visualization using Proxies for Physical Referents,10.1145/3544548.3580952,Kadek Ananta Satriadi;Andrew Cunningham;Ross T. Smith;Tim Dwyer;Adam Drogemuller;Bruce H. Thomas,,,,
CHI,2023,Rapsai: Accelerating Machine Learning Prototyping of Multimedia Applications through Visual Programming,10.1145/3544548.3581338,Ruofei Du;Na Li;Jing Jin;Michelle Carney;Scott Miles;Maria Kleiner;Xiuxiu Yuan;Yinda Zhang 0001;Anuva Kulkarni;Xingyu Liu;Ahmed Sabie;Sergio Orts-Escolano;Abhishek Kar;Ping Yu;Ram Iyengar;Adarsh Kowdle;Alex Olwal,HM,,,
CHI,2023,Showing Flow: Comparing Usability of Chord and Sankey Diagrams,10.1145/3544548.3581119,Carl Gutwin;Aristides Mairena;Venkat Bandi,,,,
CHI,2023,Soliloquy: Fostering Poetry Comprehension Using an Interactive Think-aloud Visualization,10.1145/3544548.3581374,Zak Risha;Deniz Sonmez Unal;Erin Walker,,,,
CHI,2023,Speech-Augmented Cone-of-Vision for Exploratory Data Analysis,10.1145/3544548.3581283,Riccardo Bovo;Daniele Giunchi;Ludwig Sidenmark;Joshua Newn;Hans Gellersen;Enrico Costanza;Thomas Heinis,,,,
CHI,2023,The tactile dimension: a method for physicalizing touch behaviors,10.1145/3544548.3581137,Laura J. Perovich;Bernice E. Rogowitz;Victoria Crabb;Jack Vogelsang;Sara Hartleben;Dietmar Offenhuber,,,,
CHI,2023,This Watchface Fits with my Tattoos: Investigating Customisation Needs and Preferences in Personal Tracking,10.1145/3544548.3580955,Rúben Gouveia 0001;Daniel A. Epstein,,,,
CHI,2023,Through Their Eyes and In Their Shoes: Providing Group Awareness During Collaboration Across Virtual Reality and Desktop Platforms,10.1145/3544548.3581093,David Saffo;Andrea Batch;Cody Dunne;Niklas Elmqvist,,,,
CHI,2023,Tracing and Visualizing Human-ML/AI Collaborative Processes through Artifacts of Data Work,10.1145/3544548.3580819,Jen Rogers;Anamaria Crisan,HM,,,P
CHI,2023,Troubling Collaboration: Matters of Care for Visualization Design Study,10.1145/3544548.3581168,Derya Akbaba;Devin Lange;Michael Correll;Alexander Lex;Miriah Meyer,,,,
CHI,2023,Tutor In-sight: Guiding and Visualizing Students' Attention with Mixed Reality Avatar Presentation Tools,10.1145/3544548.3581069,Santawat Thanyadit;Matthias Heintz 0001;Effie L.-C. Law,,,,
CHI,2023,"UndoPort: Exploring the Influence of Undo-Actions for Locomotion in Virtual Reality on the Efficiency, Spatial Understanding and User Experience",10.1145/3544548.3581557,Florian Müller 0003;Arantxa Ye;Dominik Schön;Julian Rasch,,,,P
CHI,2023,VisLab: Enabling Visualization Designers to Gather Empirically Informed Design Feedback,10.1145/3544548.3581132,Jinhan Choi;Changhoon Oh;Yea-Seul Kim;Nam Wook Kim,,,,
CHI,2023,Visual Belief Elicitation Reduces the Incidence of False Discovery,10.1145/3544548.3580808,Ratanond Koonchanok;Gauri Yatindra Tawde;Gokul Ragunandhan Narayanasamy;Shalmali Walimbe;Khairi Reda,HM,,,P
CHI,2023,Visual Task Performance and Spatial Abilities: An Investigation of Artists and Mathematicians,10.1145/3544548.3580765,Sara Tandon;Alfie Abdul-Rahman;Rita Borgo,,,,
CHI,2023,Visualization of Speech Prosody and Emotion in Captions: Accessibility for Deaf and Hard-of-Hearing Users,10.1145/3544548.3581511,Caluã de Lacerda Pataca;Matthew Watkins;Roshan L. Peiris;Sooyeon Lee;Matt Huenerfauth,,,,
CHI,2023,VizProg: Identifying Misunderstandings By Visualizing Students' Coding Progress,10.1145/3544548.3581516,Ashley Ge Zhang;Yan Chen 0033;Steve Oney,,,,
CHI,2023,VRGit: A Version Control System for Collaborative Content Creation in Virtual Reality,10.1145/3544548.3581136,Lei Zhang;Ashutosh Agrawal;Steve Oney;Anhong Guo,,,,
CHI,2023,We are the Data: Challenges and Opportunities for Creating Demographically Diverse Anthropographics,10.1145/3544548.3581086,Priya Dhawka;Helen Ai He;Wesley Willett,,,,
CHI,2023,When do data visualizations persuade? The impact of prior attitudes on learning about correlations from scatterplot visualizations,10.1145/3544548.3581330,Douglas Markant;Milad Rogha;Alireza Karduni;Ryan Wesslen;Wenwen Dou,,,,P
CHI,2023,Who Do We Mean When We Talk About Visualization Novices?,10.1145/3544548.3581524,Alyxander Burns;Christiana Lee;Ria Chawla;Evan Peck;Narges Mahyar,BP,,,
CHI,2023,Why Combining Text and Visualization Could Improve Bayesian Reasoning: A Cognitive Load Perspective,10.1145/3544548.3581218,Melanie Bancilhon;Amanda Wright;Sunwoo Ha;R. Jordan Crouser;Alvitta Ottley,,,,P
CHI,2023,Working with Forensic Practitioners to Understand the Opportunities and Challenges for Mixed-Reality Digital Autopsy,10.1145/3544548.3580768,Vahid Pooryousef;Maxime Cordeil;Lonni Besançon;Christophe Hurter;Tim Dwyer;Richard Bassed,,,,
CHI,2023,Zeno: An Interactive Framework for Behavioral Evaluation of Machine Learning,10.1145/3544548.3581268,Ángel Alexander Cabrera;Erica Fu;Donald Bertucci;Kenneth Holstein;Ameet Talwalkar;Jason I. Hong;Adam Perer,,,,P
Vis,2022,A Comparison of Spatiotemporal Visualizations for 3D Urban Analytics,10.1109/TVCG.2022.3209474,Roberta C. Ramos Mota;Nivan Ferreira;Julio Daniel Silva;Marius Horga;Marcos Lage;Luis Ceferino;Usman R. Alim;Ehud Sharlin;Fabio Miranda 0001,,,,P;V
Vis,2022,A Design Space for Surfacing Content Recommendations in Visual Analytic Platforms,10.1109/TVCG.2022.3209445,Zhilan Zhou;Wenyuan Wang;Mengtian Guo;Yue Wang 0035;David Gotz,,,,P;V
Vis,2022,A Framework for Multiclass Contour Visualization,10.1109/TVCG.2022.3209482,Sihang Li;Jiacheng Yu;Mingxuan Li;Le Liu;Xiaolong Zhang 0001;Xiaoru Yuan,,,,V
Vis,2022,A Scanner Deeply: Predicting Gaze Heatmaps on Visualizations Using Crowdsourced Eye Movement Data,10.1109/TVCG.2022.3209472,Sungbok Shin;Sunghyo Chung;Sanghyun Hong 0001;Niklas Elmqvist,,,,V
Vis,2022,A Unified Comparison of User Modeling Techniques for Predicting Data Interaction and Detecting Exploration Bias,10.1109/TVCG.2022.3209476,Sunwoo Ha;Shayan Monadjemi;Roman Garnett;Alvitta Ottley,,,,P;V
Vis,2022,A Visual Analytics System for Improving Attention-based Traffic Forecasting Models,10.1109/TVCG.2022.3209462,Seungmin Jin;Hyunwook Lee;Cheonbok Park;Hyeshin Chu;Yunwon Tae;Jaegul Choo;Sungahn Ko,,,,P;V
Vis,2022,Affective Learning Objectives for Communicative Visualizations,10.1109/TVCG.2022.3209500,Elsie Lee-Robbins;Eytan Adar,BP,,,P;V
Vis,2022,Animated Vega-Lite: Unifying Animation with a Grammar of Interactive Graphics,10.1109/TVCG.2022.3209369,Jonathan Zong;Josh Pollock;Dylan Wootton;Arvind Satyanarayan,,,,P;V
Vis,2022,ASTF: Visual Abstractions of Time-Varying Patterns in Radio Signals,10.1109/TVCG.2022.3209469,Ying Zhao 0001;Luhao Ge;Huixuan Xie;Genghuai Bai;Zhao Zhang;Qiang Wei;Yun Lin 0005;Yuchao Liu;Fangfang Zhou,HM,,,P;V
Vis,2022,BeauVis: A Validated Scale for Measuring the Aesthetic Pleasure of Visual Representations,10.1109/TVCG.2022.3209390,Tingying He;Petra Isenberg;Raimund Dachselt;Tobias Isenberg 0001,,,,P;V
Vis,2022,Breaking the Fourth Wall of Data Stories through Interaction,10.1109/TVCG.2022.3209409,Yang Shi 0007;Tian Gao;Xiaohan Jiao;Nan Cao,HM,,,V
Vis,2022,Calibrate: Interactive Analysis of Probabilistic Model Output,10.1109/TVCG.2022.3209489,Peter Xenopoulos;João Rulff;Luis Gustavo Nonato;Brian Barr;Cláudio T. Silva,,,,P;V
Vis,2022,ChartWalk: Navigating large collections of text notes in electronic health records for clinical chart review,10.1109/TVCG.2022.3209444,Nicole Sultanum;Farooq Naeem;Michael Brudno;Fanny Chevalier,HM,,,
Vis,2022,CohortVA: A Visual Analytic System for Interactive Exploration of Cohorts based on Historical Data,10.1109/TVCG.2022.3209483,Wei Zhang;Jason K. Wong;Xumeng Wang;Youcheng Gong;Rongchen Zhu;Kai Liu;Zihan Yan;Siwei Tan;Huamin Qu;Siming Chen 0001;Wei Chen 0001,,,,P;V
Vis,2022,Communicating Uncertainty in Digital Humanities Visualization Research,10.1109/TVCG.2022.3209436,Georgia Panagiotidou;Houda Lamqaddam;Jeroen Poblome;Koenraad Brosens;Katrien Verbert;Andrew Vande Moere,,,,V
Vis,2022,"Comparative Evaluation of Bipartite, Node-Link, and Matrix-Based Network Representations",10.1109/TVCG.2022.3209427,Moataz Abdelaal;Nathan Daniel Schiele;Katrin Angerbauer;Kuno Kurzhals;Michael Sedlmair;Daniel Weiskopf,,,,P;V
Vis,2022,Comparison Conundrum and the Chamber of Visualizations: An Exploration of How Language Influences Visual Design,10.1109/TVCG.2022.3209456,Aimen Gaba;Vidya Setlur;Arjun Srinivasan;Jane Hoffswell;Cindy Xiong,,,,P;V
Vis,2022,Computing a Stable Distance on Merge Trees,10.1109/TVCG.2022.3209395,Brian Bollen;Pasindu Tennakoon;Joshua A. Levine,,,,P;V
Vis,2022,ConceptExplainer: Interactive Explanation for Deep Neural Networks from a Concept Perspective,10.1109/TVCG.2022.3209384,Jinbin Huang;Aditi Mishra;Bum Chul Kwon;Chris Bryan,,,,P;V
Vis,2022,Constrained Dynamic Mode Decomposition,10.1109/TVCG.2022.3209437,Tim Krake;Daniel Klötzl;Bernd Eberhardt;Daniel Weiskopf,,,,V
Vis,2022,Cultivating Visualization Literacy for Children Through Curiosity and Play,10.1109/TVCG.2022.3209442,Sandra Bae;Rishi Vanukuru;Ruhan Yang;Peter Gyory;Ran Zhou 0003;Ellen Yi-Luen Do;Danielle Albers Szafir,,,,P
Vis,2022,D-BIAS: A Causality-Based Human-in-the-Loop System for Tackling Algorithmic Bias,10.1109/TVCG.2022.3209484,Bhavya Ghai;Klaus Mueller 0001,,,,P;V
Vis,2022,Dashboard Design Patterns,10.1109/TVCG.2022.3209448,Benjamin Bach;Euan Freeman;Alfie Abdul-Rahman;Cagatay Turkay;Saiful Khan;Yulei Fan;Min Chen 0001,HM,,,PW;P;V
Vis,2022,DashBot: Insight-Driven Dashboard Generation Based on Deep Reinforcement Learning,10.1109/TVCG.2022.3209468,Dazhen Deng;Aoyu Wu;Huamin Qu;Yingcai Wu,,,,P;V
Vis,2022,Data Hunches: Incorporating Personal Knowledge into Visualizations,10.1109/TVCG.2022.3209451,Haihan Lin;Derya Akbaba;Miriah D. Meyer;Alexander Lex,,,,P;V
Vis,2022,DendroMap: Visual Exploration of Large-Scale Image Datasets for Machine Learning with Treemaps,10.1109/TVCG.2022.3209425,Donald Bertucci;Md Montaser Hamid;Yashwanthi Anand;Anita Ruangrotsakun;Delyar Tabatabai;Melissa Perez;Minsuk Kahng,,,,P;V
Vis,2022,Development and Evaluation of Two Approaches of Visual Sensitivity Analysis to Support Epidemiological Modeling,10.1109/TVCG.2022.3209464,Erik Rydow;Rita Borgo;Hui Fang 0003;Thomas Torsney-Weir;Ben Swallow;Thibaud Porphyre;Cagatay Turkay;Min Chen 0001,,,,V
Vis,2022,Dispersion vs Disparity: Hiding Variability Can Encourage Stereotyping When Visualizing Social Outcomes,10.1109/TVCG.2022.3209377,Eli Holder;Cindy Xiong,,,,P;V
Vis,2022,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,10.1109/TVCG.2022.3209461,Yixuan Li;Yusheng Qi;Yang Shi 0007;Qing Chen 0001;Nan Cao;Siming Chen 0001,,,,V
Vis,2022,DPVisCreator: Incorporating Pattern Constraints to Privacy-preserving Visualizations via Differential Privacy,10.1109/TVCG.2022.3209391,Jiehui Zhou;Xumeng Wang;Jason K. Wong;Huanliang Wang;Zhongwei Wang;Xiaoyu Yang;Xiaoran Yan;Haozhe Feng;Huamin Qu;Haochao Ying;Wei Chen 0001,,,,P;V
Vis,2022,Dual Space Coupling Model Guided Overlap-Free Scatterplot,10.1109/TVCG.2022.3209459,Zeyu Li 0003;Ruizhi Shi;Yan Liu;Shizhuo Long;Ziheng Guo;Shichao Jia;Jiawan Zhang,,,,P
Vis,2022,ECoalVis: Visual Analysis of Control Strategies in Coal-fired Power Plants,10.1109/TVCG.2022.3209430,Shuhan Liu;Di Weng;Yuan Tian;Zikun Deng;Haoran Xu;Xiangyu Zhu;Honglei Yin;Xianyuan Zhan;Yingcai Wu,,,,V
Vis,2022,Effects of View Layout on Situated Analytics for Multiple-View Representations in Immersive Visualization,10.1109/TVCG.2022.3209475,Zhen Wen;Wei Zeng 0004;Luoxuan Weng;Yihan Liu;Mingliang Xu;Wei Chen 0001,,,,
Vis,2022,Erato: Cooperative Data Story Editing via Fact Interpolation,10.1109/TVCG.2022.3209428,Mengdi Sun;Ligan Cai;Weiwei Cui;Yanqiu Wu;Yang Shi 0007;Nan Cao,,,,P;V
Vis,2022,ErgoExplorer: Interactive Ergonomic Risk Assessment from Video Collections,10.1109/TVCG.2022.3209432,Manlio Massiris Fernández;Sanjin Rados;Kresimir Matkovic;M. Eduard Gröller;Claudio Delrieux,,,,P;V
Vis,2022,Evaluating the Use of Uncertainty Visualisations for Imputations of Data Missing At Random in Scatterplots,10.1109/TVCG.2022.3209348,Abhraneel Sarma;Shunan Guo;Jane Hoffswell;Ryan A. Rossi;Fan Du;Eunyee Koh;Matthew Kay 0001,HM,,,P;V
Vis,2022,Exploring Interactions with Printed Data Visualizations in Augmented Reality,10.1109/TVCG.2022.3209386,Wai Tong;Zhutian Chen;Meng Xia;Leo Yu-Ho Lo;Linping Yuan;Benjamin Bach;Huamin Qu,HM,,,P;V
Vis,2022,Extending the Nested Model for User-Centric XAI: A Design Study on GNN-based Drug Repurposing,10.1109/TVCG.2022.3209435,Qianwen Wang;Kexin Huang;Payal Chandak;Marinka Zitnik;Nils Gehlenborg,HM,,,P;V
Vis,2022,Fiber Uncertainty Visualization for Bivariate Data With Parametric and Nonparametric Noise Models,10.1109/TVCG.2022.3209424,Tushar M. Athawale;Christopher R. Johnson 0001;Sudhanshu Sane;David Pugmire,,,,P;V
Vis,2022,FlowNL: Asking the Flow Data in Natural Languages,10.1109/TVCG.2022.3209453,Jieying Huang;Yang Xi;Junnan Hu;Jun Tao 0002,,,,V
Vis,2022,FoVolNet: Fast Volume Rendering using Foveated Deep Neural Networks,10.1109/TVCG.2022.3209498,David Bauer;Qi Wu 0015;Kwan-Liu Ma,HM,,,P;V
Vis,2022,GenoREC: A Recommendation System for Interactive Genomics Data Visualization,10.1109/TVCG.2022.3209407,Aditeya Pandey;Sehi L'Yi;Qianwen Wang;Michelle Borkin;Nils Gehlenborg,,,,P;V
Vis,2022,Geo-Storylines: Integrating Maps into Storyline Visualizations,10.1109/TVCG.2022.3209480,Golina Hulstein;Vanessa Peña Araya;Anastasia Bezerianos,,,,V
Vis,2022,GRay: Ray Casting for Visualization and Interactive Data Exploration of Gaussian Mixture Models,10.1109/TVCG.2022.3209374,Kai Lawonn;Monique Meuschke;Pepe Eulzer;Matthias Mitterreiter;Joachim Giesen;Tobias Günther,HM,,,V
Vis,2022,HetVis: A Visual Analysis Approach for Identifying Data Heterogeneity in Horizontal Federated Learning,10.1109/TVCG.2022.3209347,Xumeng Wang;Wei Chen 0001;Jiazhi Xia;Zhen Wen;Rongchen Zhu;Tobias Schreck,,,,P;V
Vis,2022,HiTailor: Interactive Transformation and Visualization for Hierarchical Tabular Data,10.1109/TVCG.2022.3209354,Guozheng Li 0002;Runfei Li;Zicheng Wang;Chi Harold Liu;Min Lu 0002;Guoren Wang,,,,P;V
Vis,2022,How Do Viewers Synthesize Conflicting Information from Data Visualizations?,10.1109/TVCG.2022.3209467,Prateek Mantri;Hariharan Subramonyam;Audrey L. Michal;Cindy Xiong,,,,P;V
