Conference,Year,Title,DOI,AuthorNames-Deduped,Award,Accessible,Early,Resources
Vis,2001,"The ""Which Blair project"": a quick visual method for evaluating perceptual color maps",10.1109/VISUAL.2001.964510,Bernice E. Rogowitz;Alan D. Kalvin,,,,
Vis,2001,The MetVR case study: meteorological visualization in an immersive virtual environment,10.1109/VISUAL.2001.964559,Sean Ziegeler;Robert J. Moorhead II;Paul J. Croft;Duanjun Lu,,,,
Vis,2001,The perspective shear-warp algorithm in a virtual environment,10.1109/VISUAL.2001.964513,Jürgen P. Schulze;Roland Niemeier;Ulrich Lang 0002,,,,
Vis,2001,Transport and anisotropic diffusion in time-dependent flow visualization,10.1109/VISUAL.2001.964494,David Bürkle;Tobias Preußer;Martin Rumpf,,,,
Vis,2001,Undersampling and oversampling in sample based shape modeling,10.1109/VISUAL.2001.964497,Tamal K. Dey;Joachim Giesen;Samrat Goswami;James Hudson;Rephael Wenger;Wulue Zhao,,,,
Vis,2001,User-centric viewpoint computation for haptic exploration and manipulation,10.1109/VISUAL.2001.964526,Miguel A. Otaduy;Ming C. Lin,,,,
Vis,2001,Variational classification for visualization of 3D ultrasound data,10.1109/VISUAL.2001.964539,Raanan Fattal;Dani Lischinski,,,,
Vis,2001,Virtual Temporal Bone Dissection: A Case Study,10.1109/VISUAL.2001.964561,Jason Bryan;Don Stredney;Gregory J. Wiet;Dennis Sessanna,,,,
Vis,2001,Visualization and interaction techniques for the exploration of vascular structures,10.1109/VISUAL.2001.964538,Horst K. Hahn;Bernhard Preim;Dirk Selle;Heinz-Otto Peitgen,,,,
Vis,2001,Visualization of large terrains made easy,10.1109/VISUAL.2001.964533,Peter Lindstrom 0001;Valerio Pascucci,,,,
Vis,2001,"Visualization of Sports using Motion Trajectories: Providing Insights into Performance, Style, and Strategy",10.1109/VISUAL.2001.964496,Gopal Sarma Pingali;Agata Opalach;Yves Jean;Ingrid Carlbom,,,,
Vis,2001,Visualizing 2D probability distributions from EOS satellite image-derived data sets: a case study,10.1109/VISUAL.2001.964550,David L. Kao;Jennifer L. Dungan;Alex T. Pang,,,,
Vis,2001,Volume Rendering of Fine Details Within Medical Data,10.1109/VISUAL.2001.964537,Feng Dong 0005;Gordon Clapworthy;Mel Krokos,,,,
Vis,2001,Wavelet representation of contour sets,10.1109/VISUAL.2001.964525,Martin Hering-Bertram;Daniel E. Laney;Mark A. Duchaineau;Charles D. Hansen;Bernd Hamann;Kenneth I. Joy,,,,
Vis,2001,Wind Tunnel Data Fusion and Immersive Visualization: A Case Study,10.1109/VISUAL.2001.964563,Kurt Severance;Paul Brewster;Barry Lazos;Daniel F. Keefe,,,,
InfoVis,2001,"2D vs 3D, implications on spatial memory",10.1109/INFVIS.2001.963291,Monica Tavanti;Mats Lind,,,,
InfoVis,2001,A comparison of 2-D visualizations of hierarchies,10.1109/INFVIS.2001.963290,S. Todd Barlow;Padraic Neville,,,,
InfoVis,2001,An empirical comparison of three commercial information visualization systems,10.1109/INFVIS.2001.963289,Alfred Kobsa,,,,
InfoVis,2001,Animated exploration of dynamic graphs with radial layout,10.1109/INFVIS.2001.963279,Ka-Ping Yee;Danyel Fisher;Rachna Dhamija;Marti A. Hearst,,,,
InfoVis,2001,Botanical visualization of huge hierarchies,10.1109/INFVIS.2001.963285,Ernst Kleiberg;Huub van de Wetering;Jarke J. van Wijk,,,,
InfoVis,2001,Case study: design and assessment of an enhanced geographic information system for exploration of multivariate health statistics,10.1109/INFVIS.2001.963294,Robert M. Edsall;Alan M. MacEachren;Linda Pickle,,,,
InfoVis,2001,Case study: e-commerce clickstream visualization,10.1109/INFVIS.2001.963293,Jeffrey Brainerd;Barry G. Becker,,,,
InfoVis,2001,Case study: visualization for decision tree analysis in data mining,10.1109/INFVIS.2001.963292,S. Todd Barlow;Padraic Neville,,,,
InfoVis,2001,Change blindness in information visualization: a case study,10.1109/INFVIS.2001.963274,Lucy T. Nowell;Elizabeth G. Hetzler;Ted Tanasse,,,,
InfoVis,2001,Cluster stability and the use of noise in interpretation of clustering,10.1109/INFVIS.2001.963275,George S. Davidson;Brian N. Wylie;Kevin W. Boyack,,,,
InfoVis,2001,Collapsible cylindrical trees: a fast hierarchical navigation technique,10.1109/INFVIS.2001.963284,Raimund Dachselt;Jürgen Ebert,,,,
InfoVis,2001,Effective graph visualization via node grouping,10.1109/INFVIS.2001.963280,Janet M. Six;Ioannis G. Tollis,,,,
InfoVis,2001,Getting along: composition of visualization paradigms,10.1109/INFVIS.2001.963278,Alan Keahey,,,,
InfoVis,2001,Graph sketches,10.1109/INFVIS.2001.963282,James Abello;Irene Finocchi;Jeffrey L. Korn,,,,
InfoVis,2001,Graphic data display for cardiovascular system,10.1109/INFVIS.2001.963295,James Agutter;Noah Syroid;Frank Drews;Dwayne R. Westenskow;Julio C. Bermudez;David L. Strayer,,,,
InfoVis,2001,Interactive visualization of multiple query results,10.1109/INFVIS.2001.963287,Susan L. Havre;Elizabeth G. Hetzler;Kenneth A. Perrine;Elizabeth Jurrus;Nancy Miller,,,,
InfoVis,2001,Ordered treemap layouts,10.1109/INFVIS.2001.963283,Ben Shneiderman;Martin Wattenberg,TT,,,
InfoVis,2001,Pixel bar charts: a new technique for visualizing large multi-attribute data sets without aggregation,10.1109/INFVIS.2001.963288,Daniel A. Keim;Ming C. Hao;Julian Ladisch;Meichun Hsu;Umeshwar Dayal,,,,
InfoVis,2001,Semantic depth of field,10.1109/INFVIS.2001.963286,Robert Kosara;Silvia Miksch;Helwig Hauser,,,,
InfoVis,2001,Technical note: visually encoding program test information to find faults in software,10.1109/INFVIS.2001.963277,James R. Eagan;Mary Jean Harrold;James A. Jones;John T. Stasko,,,,
InfoVis,2001,To draw a tree,10.1109/INFVIS.2001.963272,Pat Hanrahan,,,,
InfoVis,2001,Visualization of state transition graphs,10.1109/INFVIS.2001.963281,Frank van Ham;Huub van de Wetering;Jarke J. van Wijk,,,,
InfoVis,2001,Visualizing time-series on spirals,10.1109/INFVIS.2001.963273,Marc Weber;Marc Alexa;Wolfgang Müller 0004,,,,
EuroVis,2001,A Case Study in Multi-Sensory Investigation of Geoscientific Data,10.1007/978-3-7091-6215-6_2,Chris Harding;Ioannis A. Kakadiaris;John F. Casey;R. Bowen Loftin,,,,
EuroVis,2001,A Hardware-Assisted Visibility-Ordering Algorithm With Applications To Volume Rendering,10.1007/978-3-7091-6215-6_25,Shankar Krishnan;Cláudio T. Silva;Bin Wei,,,,
EuroVis,2001,A Selective Refinement Approach for Computing the Distance Functions of Curves,10.1007/978-3-7091-6215-6_23,Daniel E. Laney;Mark A. Duchaineau;Nelson L. Max,,,,
EuroVis,2001,Acquisition and Display of Real-Time Atmospheric Data on Terrain,10.1007/978-3-7091-6215-6_3,Tian-Yue Jiang;William Ribarsky;Tony Wasilewski;Nickolas Faust;Brendan Hannigan;R. Mitchell Parry,,,,
EuroVis,2001,Adaptive Volume Rendering using Fuzzy Logic Control,10.1007/978-3-7091-6215-6_27,Xinyue Li;Han-Wei Shen,,,,
EuroVis,2001,Automotive Soiling Simulation Based On Massive Particle Tracing,10.1007/978-3-7091-6215-6_33,Stefan Roettger;Martin Schulz 0005;Wolf Bartelheimer;Thomas Ertl,,,,
EuroVis,2001,Case Study: Visualization and Information Retrieval Techniques for Network Intrusion Detection,10.1007/978-3-7091-6215-6_30,Travis Atkison;Kathleen Pensy;Charles K. Nicholas;David S. Ebert;Rebekah Atkison;Chris Morris,,,,
EuroVis,2001,Comparative Visualization of Instabilities in Crash-Worthiness Simulations,10.1007/978-3-7091-6215-6_34,Ove Sommer;Thomas Ertl,,,,
EuroVis,2001,DDDiver: 3D Interactive Visualization of Entity Relationships,10.1007/978-3-7091-6215-6_31,Marc K. D. Coomans;Harry J. P. Timmermans,,,,
EuroVis,2001,Extraction of Crack-free Isosurfaces from Adaptive Mesh Refinement Data,10.1007/978-3-7091-6215-6_4,Gunther H. Weber;Oliver Kreylos;Terry J. Ligocki;John M. Shalf;Hans Hagen;Bernd Hamann;Kenneth I. Joy,,,,
EuroVis,2001,Fast Multiresolution Extraction of Multiple Transparent Isosurfaces,10.1007/978-3-7091-6215-6_5,Thomas Gerstner,,,,
EuroVis,2001,I/O-Conscious Volume Rendering,10.1007/978-3-7091-6215-6_28,Chuan-Kai Yang;Tzi-cker Chiueh,,,,
EuroVis,2001,Improved visualization in virtual colonoscopy using image-based rendering,10.1007/978-3-7091-6215-6_15,Iwo Serlie;Frans Vos;Rogier E. van Gelder;Jaap Stoker;Roel Truyen;Frans A. Gerritsen;C. Yung Nio;Frits H. Post,,,,
EuroVis,2001,Interacting with Stock Market Data in a Virtual Environment,10.1007/978-3-7091-6215-6_29,Keith Nesbitt,,,,
EuroVis,2001,Interactive and Multi-modal Visualization for Neuroendoscopic Interventions,10.1007/978-3-7091-6215-6_17,Dirk Bartz;Wolfgang Straßer;Özlem Gürvit;Dirk Freudenstein;Martin Skalej,,,,
EuroVis,2001,Multiresolution Maximum Intensity Volume Rendering by Morphological Pyramids,10.1007/978-3-7091-6215-6_6,Jos B. T. M. Roerdink,,,,
EuroVis,2001,Nonlinear Diffusion in Graphics Hardware,10.1007/978-3-7091-6215-6_9,Martin Rumpf;Robert Strzodka,,,,
EuroVis,2001,Preserving the Mental Map using Foresighted Layout,10.1007/978-3-7091-6215-6_19,Stephan Diehl 0001;Carsten Görg;Andreas Kerren,,,,
EuroVis,2001,Progressive View-Dependent Isosurface Propagation,10.1007/978-3-7091-6215-6_24,Zhiyan Liu;Adam Finkelstein;Kai Li 0001,,,,
EuroVis,2001,Salient Representation of Volume Data,10.1007/978-3-7091-6215-6_22,Jirí Hladuvka;Andreas König 0002;M. Eduard Gröller,,,,
EuroVis,2001,Space-Efficient Boundary Representation of Volumetric Objects,10.1007/978-3-7091-6215-6_21,Lukas Mroz;Helwig Hauser,,,,
EuroVis,2001,Stream Surface Generation for Fluid Flow Solutions on Curvilinear Grids,10.1007/978-3-7091-6215-6_11,Allen Van Gelder,,,,
EuroVis,2001,Subdivision Surfaces for Scattered-data Approximation,10.1007/978-3-7091-6215-6_7,Martin Bertram 0001;Hans Hagen,,,,
EuroVis,2001,The Rendering of Unstructured Grids Revisited,10.1007/978-3-7091-6215-6_8,Rüdiger Westermann,,,,
EuroVis,2001,Three-dimensional Reconstruction and Visualization of the Cerebral Cortex in Primates,10.1007/978-3-7091-6215-6_16,Sergio Demelio;Fabio Bettio;Enrico Gobbetti;Giuseppe Luppino,,,,
EuroVis,2001,Topology-Based Visualization of Time-Dependent 2D Vector Fields,10.1007/978-3-7091-6215-6_13,Xavier Tricoche;Gerik Scheuermann;Hans Hagen,,,,
EuroVis,2001,Vector and Tensor Field Topology Simplification on Irregular Grids,10.1007/978-3-7091-6215-6_12,Xavier Tricoche;Gerik Scheuermann;Hans Hagen;Stefan Clauss,,,,
EuroVis,2001,Virtual Colon Flattening,10.1007/978-3-7091-6215-6_14,Anna Vilanova Bartrolí;Rainer Wegenkittl;Andreas König 0002;M. Eduard Gröller;Erich Sorantin,,,,
EuroVis,2001,Visualization of directed associations in e-commerce transaction data,10.1007/978-3-7091-6215-6_20,Ming C. Hao;Umeshwar Dayal;Meichun Hsu;Thomas C. Sprenger;Markus H. Gross,,,,
EuroVis,2001,Visualization of Generalized Voronoi Diagrams,10.1007/978-3-7091-6215-6_18,Alexandru C. Telea;Jarke J. van Wijk,,,,
EuroVis,2001,Visualization of Thermal Flows in an Automotive Cabin with Volume Rendering Method,10.1007/978-3-7091-6215-6_32,Kenji Ono;Hideki Matsumoto;Ryutaro Himeno,,,,
EuroVis,2001,Volume Rendering Data with Uncertainty Information,10.1007/978-3-7091-6215-6_26,Suzana Djurcilov;Kwansik Kim;Pierre F. J. Lermusiaux;Alex Pang,,,,
EuroVis,2001,Voxel Column Culling: Occlusion Culling for Large Terrain Models,10.1007/978-3-7091-6215-6_10,Brian Zaugg;Parris K. Egbert,,,,
CHI,2001,3D or not 3D? evaluating the effect of the third dimension in a document management system,10.1145/365024.365309,Andy Cockburn;Bruce J. McKenzie,,,,
CHI,2001,Digital family portraits: supporting peace of mind for extended family members,10.1145/365024.365126,Elizabeth D. Mynatt;Jim Rowan;Sarah Craighill;Annie Jacobs,,,,
CHI,2001,Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability,10.1145/365024.365331,Stuart K. Card;Peter Pirolli;Mija M. Van Der Wege;Julie Bauer Morrison;Robert W. Reeder;Pamela K. Schraedley;Jenea Boshart,,,,
CHI,2001,Visual information foraging in a focus + context visualization,10.1145/365024.365337,Peter Pirolli;Stuart K. Card;Mija M. Van Der Wege,,,,
CHI,2001,Visualization components for persistent conversations,10.1145/365024.365073,Marc A. Smith;Andrew T. Fiore,,,,
Vis,2000,3D digital cleansing using segmentation rays,10.1109/VISUAL.2000.885674,Sarang Lakare;Ming Wan;Mie Sato;Arie E. Kaufman,,,,
Vis,2000,A computational steering system for studying microwave interactions with missile bodies,10.1109/VISUAL.2000.885727,J. Edward Swan II;Marco Lanzagorta;Doug Maxwell;Eddy Kuo;Jeffrey Uhlmann;Wendell Anderson;Haw-Jye Shyu;William Smith,,,,
Vis,2000,A continuous clustering method for vector fields,10.1109/VISUAL.2000.885715,Harald Garcke;Tobias Preußer;Martin Rumpf;Alexandru C. Telea;Ulrich Weikard;Jarke J. van Wijk,,,,
Vis,2000,A flow-guided streamline seeding strategy,10.1109/VISUAL.2000.885690,Vivek Verma;David L. Kao;Alex T. Pang,,,,
Vis,2000,A level-set method for flow visualization,10.1109/VISUAL.2000.885688,Rüdiger Westermann;Christopher R. Johnson 0001;Thomas Ertl,,,,
Vis,2000,A spreadsheet interface for visualization exploration,10.1109/VISUAL.2000.885678,T. J. Jankun-Kelly;Kwan-Liu Ma,,,,
Vis,2000,A topology simplification method for 2D vector fields,10.1109/VISUAL.2000.885716,Xavier Tricoche;Gerik Scheuermann;Hans Hagen,,,,
Vis,2000,A visibility determination algorithm for interactive virtual endoscopy,10.1109/VISUAL.2000.885673,Rami Hietala;Jarkko Oikarinen,,,,
Vis,2000,Achieving color uniformity across multi-projector displays,10.1109/VISUAL.2000.885684,Aditi Majumder;Zhu He;Herman Towles;Greg Welch,,,,
Vis,2000,An integrated visualization and design toolkit for flexible prosthetic heart valves,10.1109/VISUAL.2000.885730,A. J. Fenlon;T. David;J. P. R. B. Walton,,,,
Vis,2000,Anisotropic geometric diffusion in surface processing,10.1109/VISUAL.2000.885721,Ulrich Clarenz;Udo Diewald;Martin Rumpf,,,,
Vis,2000,Automatic alignment of high-resolution multi-projector displays using an uncalibrated camera,10.1109/VISUAL.2000.885685,Yuqun Chen;Douglas W. Clark;Adam Finkelstein;Timothy C. Housel;Kai Li 0001,,,,
Vis,2000,Basic research for coloring multichannel MRI data,10.1109/VISUAL.2000.885693,Shigeru Muraki;Toshiharu Nakai;Yasuyo Kita,,,,
Vis,2000,Bicubic subdivision-surface wavelets for large-scale isosurface representation and visualization,10.1109/VISUAL.2000.885720,Martin Hering-Bertram;Mark A. Duchaineau;Bernd Hamann;Kenneth I. Joy,,,,
Vis,2000,Case study: a methodology for plume visualization with application to real-time acquisition and navigation,10.1109/VISUAL.2000.885737,Karen G. Bemis;Deborah Silver;Peter A. Rona;Chengwei Feng,,,,
Vis,2000,"CEASAR: a smooth, accurate and robust centerline extraction algorithm",10.1109/VISUAL.2000.885675,Ingmar Bitter;Mie Sato;Michael A. Bender;Kevin T. McDonnell;Arie E. Kaufman;Ming Wan,,,,
Vis,2000,Combining local and remote visualization techniques for interactive volume rendering in medical applications,10.1109/VISUAL.2000.885729,Klaus Engel;Thomas Ertl;Peter Hastreiter;Bernd Tomandl;K. Eberhardt,,,,
Vis,2000,Constructing material interfaces from data sets with volume-fraction information,10.1109/VISUAL.2000.885717,Kathleen S. Bonnell;Kenneth I. Joy;Bernd Hamann;Daniel Schikore;Mark A. Duchaineau,,,,
Vis,2000,Creating reusable visualizations with the relational visualization notation,10.1109/VISUAL.2000.885676,Matthew C. Humphrey,,,,
Vis,2000,Enabling level-of-detail matching for exterior scene synthesis,10.1109/VISUAL.2000.885691,Randy K. Scoggins;Robert J. Moorhead II;Raghu Machiraju,,,,
Vis,2000,Extracting regions of interest applying a local watershed transformation,10.1109/VISUAL.2000.885672,Stanislav L. Stoev;Wolfgang Straßer,,,,
Vis,2000,Fairing of non-manifolds for visualization,10.1109/VISUAL.2000.885722,Andreas Hubeli;Markus H. Gross,,,,
Vis,2000,Fast visualization methods for comparing dynamics: a case study in combustion,10.1109/VISUAL.2000.885725,Kay A. Robbins;Michael Gorman,,,,
Vis,2000,FastSplats: optimized splatting on rectilinear grids,10.1109/VISUAL.2000.885698,Jian Huang;Roger Crawfis;Naeem Shareef;Klaus Mueller 0001,,,,
Vis,2000,Four-dimensional non-linear ray tracing as a visualization tool for gravitational physics,10.1109/VISUAL.2000.885728,Daniel Weiskopf,,,,
Vis,2000,Geometric compression for interactive transmission,10.1109/VISUAL.2000.885711,Olivier Devillers;Pierre-Marie Gandoin,,,,
Vis,2000,H-BLOB: a hierarchical visual clustering method using implicit surfaces,10.1109/VISUAL.2000.885677,Thomas C. Sprenger;R. Brunella;Markus H. Gross,,,,
Vis,2000,Hardware-accelerated texture advection for unsteady flow visualization,10.1109/VISUAL.2000.885689,Bruno Jobard;Gordon Erlebacher;M. Yousuff Hussaini,,,,
Vis,2000,Hardware-accelerated volume and isosurface rendering based on cell-projection,10.1109/VISUAL.2000.885683,Stefan Röttger;Martin Kraus;Thomas Ertl,,,,
Vis,2000,Image based rendering with stable frame rates,10.1109/VISUAL.2000.885702,Huamin Qu;Ming Wan;Jiafa Qin;Arie E. Kaufman,,,,
Vis,2000,Immersive virtual reality for visualizing flow through an artery,10.1109/VISUAL.2000.885731,Andrew S. Forsberg;David H. Laidlaw;Andries van Dam;Robert M. Kirby;George Em Karniadakis;Jonathan L. Elion,,,,
Vis,2000,Interactive visualization of particle-in-cell simulations,10.1109/VISUAL.2000.885734,Patric Ljung;Mark Dieckmann;Niclas Andersson;Anders Ynnerman,,,,
Vis,2000,Interactive visualization of protein dynamics,10.1109/VISUAL.2000.885733,Henk Huitema;Robert van Liere,,,,
Vis,2000,Interior/exterior classification of polygonal models,10.1109/VISUAL.2000.885723,Fakir S. Nooruddin;Greg Turk,,,,
Vis,2000,Isosurfacing in higher dimensions,10.1109/VISUAL.2000.885704,Praveen Bhaniramka;Rephael Wenger;Roger Crawfis,,,,
Vis,2000,Mastering interactive surface rendering for Java-based diagnostic applications,10.1109/VISUAL.2000.885726,Lukas Mroz;Rainer Wegenkittl;M. Eduard Gröller,,,,
Vis,2000,Mastering interactive virtual bronchioscopy on a low-end PC,10.1109/VISUAL.2000.885732,Rainer Wegenkittl;Anna Vilanova;Balint Hegedüs;Daniel Wagner;Martin C. Freund;M. Eduard Gröller,,,,
Vis,2000,Multi-resolution dynamic meshes with arbitrary deformations,10.1109/VISUAL.2000.885724,Ariel Shamir;Chandrajit L. Bajaj;Valerio Pascucci,,,,
Vis,2000,Multi-resolution visualization techniques for nested weather models,10.1109/VISUAL.2000.885745,Lloyd Treinish,,,,
Vis,2000,multi-user view-dependent rendering,10.1109/VISUAL.2000.885713,Jihad El-Sana,,,,
Vis,2000,Navigating high-dimensional spaces to support design steering,10.1109/VISUAL.2000.885707,Helen Wright;Ken Brodlie;Tim David,,,,
Vis,2000,New techniques for topologically correct surface reconstruction,10.1109/VISUAL.2000.885718,Udo Adamy;Joachim Giesen;Matthias John 0003,,,,
Vis,2000,On-the-fly rendering of losslessly compressed irregular volume data,10.1109/VISUAL.2000.885682,Chuan-Kai Yang;Tulika Mitra;Tzi-cker Chiueh,,,,
Vis,2000,Pen-and-ink rendering in volume visualisation,10.1109/VISUAL.2000.885696,Steve M. F. Treavett;Min Chen 0001,,,,
Vis,2000,Polyhedral modeling,10.1109/VISUAL.2000.885719,Georges-Pierre Bonneau;Stefanie Hahmann,,,,
Vis,2000,Procedural annotation of uncertain information,10.1109/VISUAL.2000.885679,Andrej Cedilnik;Penny Rheingans,,,,
Vis,2000,Real-time visualization of the clear-up of a former US naval base,10.1109/VISUAL.2000.885743,Paul Chapman;Derek Wills;Peter Stevens;Graham R. Brookes,,,,
Vis,2000,Real-world relativity: image-based special relativistic visualization,10.1109/VISUAL.2000.885709,Daniel Weiskopf;Daniel Kobras;Hanns Ruder,,,,
Vis,2000,Scanline surfacing: building separating surfaces from planar contours,10.1109/VISUAL.2000.885706,David M. Weinstein,,,,
Vis,2000,Scientific visualization of water quality in the Chesapeake bay,10.1109/VISUAL.2000.885744,Robert Stein;Alan M. Shih;M. Pauline Baker;Carl F. Cerco;Mark R. Noel,,,,
Vis,2000,Semi-regular mesh extraction from volumes,10.1109/VISUAL.2000.885705,Zoë J. Wood;Peter Schröder;David E. Breen;Mathieu Desbrun,,,,
Vis,2000,Shock and vortex visualization using a combined visual/haptic interface,10.1109/VISUAL.2000.885686,Dale A. Lawrence;Christopher D. Lee;Lucy Y. Pao;Roman Y. Novoselov,,,,
Vis,2000,Simplification of surface annotations,10.1109/VISUAL.2000.885700,Frank Suits;James T. Klosowski;William P. Horn;Gérard Lecina,,,,
Vis,2000,Simplification of tetrahedral meshes with accurate error evaluation,10.1109/VISUAL.2000.885680,Paolo Cignoni;D. Constanza;Claudio Montani;Claudio Rocchini;Roberto Scopigno,,,,
Vis,2000,Six degree-of-freedom haptic display of polygonal models,10.1109/VISUAL.2000.885687,Arthur D. Gregory;Ajith Mascarenhas;Stephen A. Ehmann;Ming C. Lin;Dinesh Manocha,,,,
Vis,2000,"Tetrahedron based, least squares, progressive volume models with application to freehand ultrasound data",10.1109/VISUAL.2000.885681,Tom Roxborough;Gregory M. Nielson,,,,
Vis,2000,Texturing techniques for terrain visualization,10.1109/VISUAL.2000.885699,Jürgen Döllner;Konstantin Baumann;Klaus H. Hinrichs,,,,
Vis,2000,Topology preserving and controlled topology simplifying multiresolution isosurface extraction,10.1109/VISUAL.2000.885703,Thomas Gerstner;Renato Pajarola,,,,
Vis,2000,Topology preserving compression of 2D vector fields,10.1109/VISUAL.2000.885714,Suresh K. Lodha;Jose C. Renteria;Krishna M. Roskin,,,,
Vis,2000,Toward a compelling sensation of telepresence: demonstrating a portal to a distant (static) office,10.1109/VISUAL.2000.885712,Wei-Chao Chen;Herman Towles;Lars S. Nyland;Greg Welch;Henry Fuchs,,,,
Vis,2000,Two-level volume rendering - fusing MIP and DVR,10.1109/VISUAL.2000.885697,Helwig Hauser;Lukas Mroz;Gian Italo Bischi;M. Eduard Gröller,,,,
Vis,2000,Uniform frequency images: adding geometry to images to produce space-efficient textures,10.1109/VISUAL.2000.885701,Adam Hunter;Jonathan D. Cohen 0001,,,,
Vis,2000,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,10.1109/VISUAL.2000.885738,Pak Chung Wong;Harlan Foote;L. Ruby Leung;Elizabeth Jurrus;Dan Adams;James J. Thomas,,,,
Vis,2000,Visual cues for imminent object contact in realistic virtual environment,10.1109/VISUAL.2000.885692,Helen H. Hu;Amy Ashurst Gooch;William B. Thompson;Brian E. Smits;John J. Rieser;Peter Shirley,,,,
Vis,2000,Visual data fusion for applications of high-resolution numerical weather prediction,10.1109/VISUAL.2000.885736,Lloyd Treinish,,,,
Vis,2000,Visualization of multi-dimensional data with vector-fusion,10.1109/VISUAL.2000.885708,R. R. Johnson,,,,
Vis,2000,Visualization of time dependent confocal microscopy data,10.1109/VISUAL.2000.885735,Wim C. de Leeuw;Robert van Liere;Pernette J. Verschure;Roel van Driel;Astrid E. Visser;Erik M. M. Manders,,,,
Vis,2000,Visualizing DIII-D Tokamak magnetic field lines,10.1109/VISUAL.2000.885742,Gregory L. Schussman;Kwan-Liu Ma;David P. Schissel;Todd Evans,,,,
Vis,2000,Visualizing geodesics,10.1109/VISUAL.2000.885710,Ingrid Hotz;Hans Hagen,,,,
Vis,2000,Visualizing high-dimensional predictive model quality,10.1109/VISUAL.2000.885740,Penny Rheingans;Marie desJardins,,,,
Vis,2000,Visualizing volume data using physical models,10.1109/VISUAL.2000.885741,David R. Nadeau;Michael J. Bailey,,,,
Vis,2000,Volume illustration: non-photorealistic rendering of volume models,10.1109/VISUAL.2000.885694,David S. Ebert;Penny Rheingans,BP,,,
Vis,2000,WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data,10.1109/VISUAL.2000.885739,Donna L. Gresh;Bernice E. Rogowitz;Raimond L. Winslow;David F. Scollan;Christina K. Yung,,,,
InfoVis,2000,A scalable framework for information visualization,10.1109/INFVIS.2000.885088,Matthias Kreuseler;Norma López;Heidrun Schumann,,,,
InfoVis,2000,A taxonomy of visualization techniques using the data state reference model,10.1109/INFVIS.2000.885092,Ed H. Chi,,,,
InfoVis,2000,Collaborative geographic visualization: enabling shared understanding of environmental processes,10.1109/INFVIS.2000.885102,Isaac Brewer;Alan M. MacEachren;Hadi Abdo;Jack Gundrum;George Otto,,,,
InfoVis,2000,"Creativity, complexity, and precision: information visualization for (landscape) architecture",10.1109/INFVIS.2000.885105,Monika Büscher;Dan Shapiro;Michael Christensen 0002;Preben Holst Mogensen;Peter Ørbæk,,,,
InfoVis,2000,Density functions for visual attributes and effective partitioning in graph visualization,10.1109/INFVIS.2000.885090,Ivan Herman;M. Scott Marshall;Guy Melançon,,,,
InfoVis,2000,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",10.1109/INFVIS.2000.885091,John T. Stasko;Eugene Zhang,,,,
InfoVis,2000,From metaphor to method: cartographic perspectives on information visualization,10.1109/INFVIS.2000.885095,André Skupin,,,,
InfoVis,2000,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,10.1109/INFVIS.2000.885093,Issei Fujishiro;Rika Furuhata;Yoshihiko Ichikawa;Yuriko Takeshima,,,,
InfoVis,2000,Getting portals to behave,10.1109/INFVIS.2000.885087,Christopher Olston;Allison Woodruff,,,,
InfoVis,2000,Information content measures of visual displays,10.1109/INFVIS.2000.885096,Julie Yang-Peláez;Woodie Flowers,,,,
InfoVis,2000,Interactive problem solving via algorithm visualization,10.1109/INFVIS.2000.885103,Pearl Pu;Denis Lalanne,,,,
InfoVis,2000,Lighthouse: showing the way to relevant information,10.1109/INFVIS.2000.885099,Anton Leuski;James Allan,,,,
InfoVis,2000,Metaphor-aware 3D navigation,10.1109/INFVIS.2000.885104,Cristina Russo Dos Santos;Pascal Gros;Pierre Abel;Didier Loisel;N. Trichaud;J. P. Paris,,,,
InfoVis,2000,New methods for the visualization of electric power system information,10.1109/INFVIS.2000.885101,Thomas J. Overbye;Jamie D. Weber,,,,
InfoVis,2000,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",10.1109/INFVIS.2000.885086,Chris Stolte;Pat Hanrahan,TT,,,
InfoVis,2000,Redefining the focus and context of focus+context visualization,10.1109/INFVIS.2000.885094,Staffan Björk;Johan Redström,,,,
InfoVis,2000,ThemeRiver: visualizing theme changes over time,10.1109/INFVIS.2000.885098,Susan L. Havre;Elizabeth G. Hetzler;Lucy T. Nowell,,,,
InfoVis,2000,Using Visualization to Detect Plagiarism in Computer Science Classes,10.0000/00000001,Randy L. Ribler;Marc Abrams,,,,
InfoVis,2000,Visualizing massive multi-digraphs,10.1109/INFVIS.2000.885089,James Abello;Jeffrey L. Korn,,,,
InfoVis,2000,Visualizing sequential patterns for text mining,10.1109/INFVIS.2000.885097,Pak Chung Wong;Wendy Cowley;Harlan Foote;Elizabeth Jurrus;James J. Thomas,,,,
EuroVis,2000,A Case Study of Isosurface Extraction Algorithm Performance,10.1007/978-3-7091-6783-0_26,Philip M. Sutton;Charles D. Hansen;Han-Wei Shen;Daniel Schikore,,,,
